# XafsM2 MCA Data
# 13/03/25 17:28:43
# Channel Status Length RealTime LiveTime ICR
# 0	2	2048	1.003	0.786853	788.4
# 1	2	2048	1.00587	0.887429	884.1
# 2	2	2048	1.00093	0.90409	23.1
# 3	2	2048	1.00345	0.868486	571.8
# 4	2	2048	1.00876	0.977236	793.4
# 5	2	2048	1.00893	0.902488	152.8
# 6	2	2048	1.00317	0.778209	909
# 7	2	2048	1.0091	0.904154	818.3
# 8	2	2048	1.0061	0.831039	413.4
# 9	2	2048	1.00369	0.93845	846.6
# 10	2	2048	1.00444	0.83695	305.2
# 11	2	2048	1.00777	0.771196	928.8
# 12	2	2048	1.00248	0.752862	255.1
# 13	2	2048	1.00301	0.9496	880.2
# 14	2	2048	1.00211	0.781646	313.9
# 15	2	2048	1.00918	0.885808	29.8
# 16	2	2048	1.0061	0.970132	59.2
# 17	2	2048	1.00392	0.92963	85.7
# 18	2	2048	1.00822	0.77885	524.4
0	-0.131225	1070	-0.150214	354	-0.104168	121	-0.137092	71	-0.150482	8	-0.100365	41	-0.171634	88	-0.117427	81	-0.116055	2	-0.161906	36	-0.0718091	92	-0.111832	9	-0.0975386	35	-0.102541	88	-0.125153	85	-0.166293	93	-0.131473	16	-0.166521	37	-0.174458	70
1	-0.121101	1003	-0.139872	365	-0.0941508	80	-0.126905	92	-0.140282	55	-0.0902722	48	-0.161379	15	-0.107286	96	-0.105904	37	-0.151686	8	-0.0616974	23	-0.101712	48	-0.0874072	53	-0.0923747	77	-0.11499	1	-0.155825	98	-0.121468	0	-0.156326	26	-0.16455	81
2	-0.110978	1064	-0.12953	330	-0.0841341	72	-0.116718	9	-0.130082	79	-0.080179	1	-0.151124	22	-0.097145	82	-0.0957522	58	-0.141467	23	-0.0515857	69	-0.0915918	70	-0.0772758	22	-0.082208	85	-0.104828	20	-0.145358	28	-0.111463	98	-0.146131	94	-0.154642	59
3	-0.100854	1006	-0.119187	412	-0.0741175	87	-0.106531	90	-0.119882	62	-0.0700858	84	-0.140869	7	-0.0870042	60	-0.0856007	35	-0.131248	13	-0.0414739	63	-0.0814719	61	-0.0671444	94	-0.0720414	32	-0.0946657	15	-0.134891	97	-0.101458	66	-0.135936	72	-0.144733	29
4	-0.0907297	1002	-0.108845	357	-0.0641008	73	-0.0963442	37	-0.109681	76	-0.0599926	36	-0.130613	81	-0.0768634	66	-0.0754492	86	-0.121029	34	-0.0313622	6	-0.071352	56	-0.0570129	65	-0.0618748	64	-0.0845034	80	-0.124423	53	-0.0914533	66	-0.125741	42	-0.134825	15
5	-0.0806057	1067	-0.0985023	360	-0.0540841	116	-0.0861572	32	-0.0994812	96	-0.0498994	46	-0.120358	15	-0.0667226	96	-0.0652976	5	-0.11081	55	-0.0212505	56	-0.0612321	60	-0.0468815	33	-0.0517081	36	-0.074341	36	-0.113956	42	-0.0814483	36	-0.115546	27	-0.124917	77
6	-0.0704818	1028	-0.0881599	390	-0.0440674	107	-0.0759701	72	-0.0892811	99	-0.0398062	24	-0.110103	12	-0.0565818	31	-0.0551461	1	-0.100591	49	-0.0111388	86	-0.0511122	100	-0.0367501	76	-0.0415415	98	-0.0641786	59	-0.103488	34	-0.0714433	64	-0.105351	24	-0.115009	48
7	-0.0603579	966	-0.0778175	354	-0.0340507	114	-0.0657831	47	-0.0790809	74	-0.0297131	56	-0.0998477	54	-0.046441	37	-0.0449946	36	-0.0903714	44	-0.00102708	92	-0.0409923	16	-0.0266187	99	-0.0313749	17	-0.0540163	67	-0.0930208	36	-0.0614383	96	-0.0951556	21	-0.1051	60
8	-0.050234	1040	-0.067475	391	-0.024034	97	-0.055596	70	-0.0688808	36	-0.0196199	45	-0.0895925	18	-0.0363002	51	-0.0348431	16	-0.0801522	85	0.00908463	83	-0.0308724	39	-0.0164873	29	-0.0212082	10	-0.0438539	16	-0.0825533	9	-0.0514333	64	-0.0849605	80	-0.095192	97
9	-0.0401101	1070	-0.0571326	437	-0.0140173	67	-0.045409	46	-0.0586807	9	-0.00952669	13	-0.0793373	98	-0.0261594	88	-0.0246915	49	-0.0699331	10	0.0191963	71	-0.0207525	23	-0.00635586	1	-0.0110416	55	-0.0336916	5	-0.0720859	21	-0.0414283	49	-0.0747655	56	-0.0852837	66
10	-0.0299862	979	-0.0467902	403	-0.00400064	81	-0.035222	57	-0.0484806	38	0.000566497	13	-0.069082	68	-0.0160186	65	-0.01454	54	-0.0597139	16	0.0293081	28	-0.0106326	60	0.00377555	30	-0.000874981	45	-0.0235292	29	-0.0616185	27	-0.0314233	49	-0.0645704	6	-0.0753754	90
11	-0.0198623	980	-0.0364478	390	0.00601605	126	-0.0250349	33	-0.0382804	80	0.0106597	95	-0.0588268	27	-0.00587782	49	-0.00438851	28	-0.0494948	38	0.0394198	20	-0.000512715	46	0.013907	2	0.00929164	97	-0.0133669	45	-0.051151	27	-0.0214184	94	-0.0543754	23	-0.0654671	39
12	-0.00973842	1015	-0.0261054	429	0.0160327	130	-0.0148479	82	-0.0280803	50	0.0207529	82	-0.0485716	97	0.00426296	13	0.005763	82	-0.0392756	41	0.0495315	40	0.00960717	89	0.0240384	81	0.0194583	41	-0.0032045	26	-0.0406836	2	-0.0114134	5	-0.0441803	20	-0.0555588	59
13	0.000385468	1024	-0.015763	481	0.0260494	108	-0.00466085	79	-0.0178802	75	0.030846	60	-0.0383164	62	0.0144037	39	0.0159145	61	-0.0290565	42	0.0596432	5	0.0197271	3	0.0341698	3	0.0296249	42	0.00695786	91	-0.0302162	26	-0.00140839	57	-0.0339853	98	-0.0456505	69
14	0.0105093	1062	-0.00542061	448	0.0360661	104	0.00552618	66	-0.00768011	63	0.0409392	85	-0.0280612	36	0.0245445	48	0.026066	31	-0.0188374	35	0.0697549	67	0.0298469	81	0.0443012	3	0.0397915	69	0.0171202	6	-0.0197488	82	0.0085966	94	-0.0237902	74	-0.0357422	82
15	0.0206332	1019	0.00492179	429	0.0460828	104	0.0157132	73	0.00252	51	0.0510324	6	-0.017806	96	0.0346853	29	0.0362175	34	-0.00861822	54	0.0798666	39	0.0399668	84	0.0544326	2	0.0499581	82	0.0272826	4	-0.00928135	92	0.0186016	30	-0.0135952	28	-0.0258339	46
16	0.0307571	1054	0.0152642	414	0.0560994	89	0.0259002	22	0.0127201	73	0.0611256	17	-0.00755078	4	0.0448261	68	0.046369	69	0.0016009	9	0.0899783	6	0.0500867	9	0.0645639	63	0.0601247	70	0.0374449	15	0.00118606	84	0.0286066	86	-0.00340012	23	-0.0159257	64
17	0.040881	984	0.0256066	442	0.0661161	94	0.0360873	68	0.0229202	61	0.0712188	11	0.00270443	45	0.0549668	27	0.0565205	95	0.01182	97	0.10009	34	0.0602066	67	0.0746953	20	0.0702913	21	0.0476073	47	0.0116535	87	0.0386115	53	0.00679491	65	-0.00601738	80
18	0.0510048	1018	0.035949	496	0.0761328	71	0.0462743	68	0.0331203	34	0.081312	30	0.0129596	89	0.0651076	65	0.066672	40	0.0220391	20	0.110202	35	0.0703264	43	0.0848267	3	0.0804579	19	0.0577696	15	0.0221209	49	0.0486165	56	0.0169899	18	0.0038909	68
19	0.0611287	995	0.0462913	503	0.0861495	145	0.0564613	4	0.0433204	50	0.0914051	29	0.0232148	18	0.0752484	43	0.0768235	94	0.0322583	83	0.120313	35	0.0804463	34	0.0949581	90	0.0906245	69	0.067932	88	0.0325883	34	0.0586215	66	0.027185	3	0.0137992	90
20	0.0712525	973	0.0566337	460	0.0961661	85	0.0666483	53	0.0535205	74	0.101498	96	0.03347	39	0.0853891	39	0.086975	5	0.0424774	76	0.130425	51	0.0905662	48	0.105089	63	0.100791	49	0.0780943	59	0.0430557	74	0.0686264	54	0.03738	1	0.0237075	36
21	0.0813764	1023	0.0669761	463	0.106183	119	0.0768353	30	0.0637205	48	0.111592	58	0.0437252	38	0.0955299	97	0.0971265	63	0.0526965	56	0.140537	81	0.100686	25	0.115221	51	0.110958	99	0.0882566	76	0.0535231	11	0.0786314	73	0.047575	64	0.0336157	33
22	0.0915002	981	0.0773185	546	0.116199	119	0.0870223	34	0.0739206	8	0.121685	73	0.0539804	64	0.105671	41	0.107278	42	0.0629156	24	0.150649	5	0.110806	46	0.125352	35	0.121124	85	0.098419	10	0.0639905	38	0.0886364	5	0.05777	26	0.043524	5
23	0.101624	985	0.0876609	511	0.126216	130	0.0972093	99	0.0841207	1	0.131778	11	0.0642356	77	0.115811	59	0.117429	68	0.0731347	61	0.16076	36	0.120926	71	0.135484	72	0.131291	63	0.108581	62	0.0744579	94	0.0986413	68	0.0679651	47	0.0534323	13
24	0.111748	967	0.0980032	562	0.136233	151	0.107396	57	0.0943208	68	0.141871	92	0.0744908	71	0.125952	50	0.127581	46	0.0833538	26	0.170872	93	0.131046	3	0.145615	25	0.141457	67	0.118744	94	0.0849253	98	0.108646	15	0.0781601	58	0.0633405	34
25	0.121872	951	0.108346	514	0.146249	128	0.117583	98	0.104521	26	0.151964	59	0.084746	46	0.136093	99	0.137732	69	0.0935729	3	0.180984	80	0.141165	55	0.155746	80	0.151624	34	0.128906	78	0.0953927	91	0.118651	98	0.0883551	91	0.0732488	54
26	0.131996	985	0.118688	534	0.156266	163	0.12777	64	0.114721	7	0.162057	9	0.0950012	82	0.146234	86	0.147884	71	0.103792	69	0.191095	43	0.151285	16	0.165878	56	0.161791	4	0.139068	83	0.10586	1	0.128656	68	0.0985501	82	0.0831571	22
27	0.142119	961	0.12903	565	0.166283	115	0.137957	92	0.124921	34	0.172151	38	0.105256	36	0.156374	28	0.158035	34	0.114011	8	0.201207	26	0.161405	94	0.176009	28	0.171957	30	0.149231	54	0.116327	62	0.138661	93	0.108745	23	0.0930653	66
28	0.152243	991	0.139373	588	0.176299	96	0.148144	64	0.135121	54	0.182244	31	0.115512	69	0.166515	80	0.168187	10	0.12423	27	0.211319	45	0.171525	55	0.18614	37	0.182124	40	0.159393	4	0.126795	99	0.148666	60	0.11894	93	0.102974	67
