# XafsM2 MCA Data
# 13/02/28 13:30:55
# MCALength MCA Ch. RealTime LiveTime ROIs ROIe
# 2048 7 300.005 218.844 776 840
0	0
1	1
2	0
3	0
4	1
5	2
6	0
7	1
8	1
9	2
10	4
11	6
12	3
13	4
14	1
15	4
16	2
17	1
18	2
19	4
20	4
21	4
22	4
23	5
24	8
25	4
26	5
27	9
28	8
29	9
30	3
31	5
32	13
33	4
34	10
35	10
36	7
37	5
38	7
39	4
40	12
41	14
42	10
43	9
44	6
45	12
46	8
47	16
48	13
49	9
50	10
51	12
52	11
53	6
54	9
55	6
56	9
57	9
58	7
59	8
60	11
61	7
62	7
63	11
64	11
65	6
66	8
67	3
68	10
69	4
70	17
71	11
72	12
73	17
74	16
75	15
76	17
77	4
78	11
79	13
80	20
81	27
82	24
83	26
84	20
85	31
86	29
87	23
88	36
89	41
90	54
91	50
92	68
93	71
94	58
95	53
96	63
97	83
98	86
99	95
100	102
101	92
102	92
103	115
104	100
105	110
106	113
107	142
108	123
109	131
110	150
111	126
112	132
113	146
114	173
115	144
116	163
117	147
118	134
119	163
120	185
121	174
122	155
123	161
124	146
125	173
126	168
127	133
128	144
129	172
130	155
131	155
132	138
133	161
134	136
135	160
136	146
137	150
138	159
139	153
140	148
141	151
142	158
143	154
144	136
145	157
146	172
147	144
148	149
149	185
150	174
151	170
152	142
153	161
154	173
155	134
156	163
157	163
158	141
159	142
160	178
161	156
162	161
163	135
164	137
165	133
166	142
167	143
168	141
169	123
170	144
171	132
172	127
173	109
174	113
175	101
176	120
177	101
178	101
179	95
180	110
181	116
182	85
183	98
184	87
185	86
186	82
187	68
188	68
189	72
190	62
191	64
192	66
193	85
194	69
195	85
196	66
197	70
198	71
199	60
200	63
201	83
202	61
203	56
204	76
205	52
206	69
207	66
208	60
209	75
210	63
211	81
212	66
213	59
214	62
215	87
216	67
217	75
218	65
219	73
220	74
221	72
222	67
223	93
224	70
225	69
226	93
227	82
228	88
229	77
230	82
231	83
232	77
233	114
234	86
235	89
236	80
237	98
238	93
239	111
240	74
241	86
242	96
243	77
244	108
245	93
246	102
247	92
248	98
249	115
250	116
251	106
252	98
253	121
254	105
255	121
256	114
257	137
258	115
259	135
260	155
261	141
262	161
263	180
264	148
265	198
266	161
267	147
268	166
269	199
270	221
271	239
272	235
273	227
274	266
275	275
276	280
277	259
278	320
279	312
280	327
281	322
282	368
283	403
284	403
285	451
286	454
287	488
288	474
289	522
290	531
291	536
292	595
293	596
294	624
295	634
296	653
297	729
298	712
299	714
300	693
301	730
302	743
303	758
304	736
305	708
306	786
307	769
308	761
309	810
310	751
311	779
312	798
313	770
314	776
315	782
316	780
317	689
318	740
319	738
320	691
321	697
322	722
323	663
324	707
325	645
326	676
327	618
328	636
329	660
330	578
331	659
332	646
333	635
334	666
335	619
336	620
337	608
338	585
339	569
340	635
341	612
342	613
343	604
344	588
345	555
346	598
347	616
348	590
349	628
350	626
351	588
352	636
353	638
354	654
355	639
356	631
357	643
358	657
359	619
360	711
361	687
362	625
363	685
364	649
365	693
366	676
367	656
368	665
369	695
370	660
371	698
372	693
373	676
374	627
375	663
376	699
377	653
378	670
379	690
380	656
381	669
382	644
383	629
384	646
385	620
386	630
387	557
388	630
389	622
390	609
391	538
392	590
393	543
394	546
395	572
396	570
397	559
398	597
399	566
400	519
401	568
402	522
403	524
404	514
405	593
406	510
407	539
408	517
409	507
410	497
411	536
412	566
413	510
414	497
415	506
416	476
417	500
418	472
419	547
420	480
421	503
422	452
423	499
424	480
425	484
426	473
427	475
428	468
429	473
430	475
431	450
432	476
433	465
434	481
435	466
436	497
437	441
438	472
439	438
440	463
441	462
442	490
443	464
444	525
445	509
446	445
447	499
448	491
449	452
450	471
451	460
452	452
453	485
454	468
455	482
456	451
457	503
458	432
459	478
460	475
461	498
462	439
463	469
464	496
465	478
466	495
467	469
468	482
469	465
470	474
471	448
472	471
473	453
474	476
475	489
476	459
477	496
478	477
479	465
480	434
481	452
482	416
483	461
484	426
485	458
486	493
487	435
488	479
489	445
490	508
491	483
492	442
493	487
494	486
495	486
496	469
497	482
498	476
499	519
500	478
501	507
502	475
503	430
504	483
505	470
506	497
507	477
508	497
509	513
510	495
511	521
512	550
513	516
514	544
515	556
516	537
517	527
518	537
519	567
520	534
521	569
522	606
523	586
524	566
525	632
526	667
527	632
528	635
529	646
530	612
531	673
532	633
533	712
534	644
535	706
536	744
537	685
538	691
539	664
540	702
541	689
542	674
543	686
544	648
545	698
546	713
547	673
548	678
549	659
550	699
551	636
552	618
553	676
554	711
555	636
556	635
557	608
558	671
559	624
560	635
561	641
562	599
563	626
564	637
565	613
566	621
567	555
568	641
569	637
570	592
571	584
572	612
573	607
574	604
575	599
576	597
577	624
578	557
579	586
580	649
581	606
582	617
583	597
584	624
585	600
586	672
587	626
588	582
589	627
590	658
591	594
592	665
593	646
594	639
595	651
596	692
597	631
598	630
599	707
600	722
601	723
602	748
603	793
604	820
605	774
606	771
607	810
608	808
609	830
610	882
611	925
612	942
613	984
614	1017
615	1040
616	1059
617	1118
618	1144
619	1157
620	1250
621	1276
622	1299
623	1305
624	1319
625	1477
626	1483
627	1523
628	1565
629	1556
630	1626
631	1675
632	1742
633	1706
634	1774
635	1864
636	1804
637	1807
638	1899
639	1844
640	1892
641	1823
642	1853
643	1938
644	1980
645	1790
646	1893
647	1798
648	1809
649	1798
650	1753
651	1841
652	1717
653	1737
654	1617
655	1667
656	1692
657	1498
658	1494
659	1466
660	1408
661	1409
662	1365
663	1350
664	1323
665	1227
666	1236
667	1186
668	1151
669	1132
670	1196
671	1120
672	1137
673	1044
674	1011
675	1050
676	1014
677	962
678	1029
679	986
680	973
681	990
682	1021
683	1023
684	961
685	1017
686	1051
687	994
688	1044
689	1000
690	1018
691	1010
692	1116
693	1067
694	1095
695	1059
696	1119
697	1175
698	1128
699	1198
700	1197
701	1230
702	1268
703	1258
704	1265
705	1344
706	1385
707	1449
708	1446
709	1542
710	1526
711	1722
712	1761
713	1778
714	1831
715	1797
716	1974
717	1967
718	2083
719	2223
720	2358
721	2417
722	2515
723	2682
724	2679
725	2888
726	2946
727	3141
728	3381
729	3527
730	3613
731	3665
732	3964
733	4105
734	4216
735	4321
736	4495
737	4490
738	4719
739	4997
740	5065
741	5197
742	5362
743	5452
744	5762
745	5762
746	6008
747	6070
748	6081
749	6392
750	6364
751	6503
752	6784
753	6795
754	7147
755	7172
756	7458
757	7806
758	8123
759	8414
760	8759
761	9151
762	9728
763	10289
764	10876
765	11516
766	12432
767	13377
768	14309
769	15131
770	16535
771	17647
772	18906
773	20436
774	22204
775	24108
776	26166
777	28072
778	30093
779	33026
780	34593
781	37407
782	40220
783	43097
784	45629
785	48785
786	51523
787	55021
788	57361
789	60798
790	63851
791	66487
792	69563
793	72685
794	75649
795	77954
796	80632
797	83253
798	84956
799	87246
800	89766
801	90665
802	92684
803	92893
804	93944
805	95169
806	95088
807	95660
808	95262
809	94844
810	94398
811	93391
812	92298
813	90490
814	89259
815	87471
816	85000
817	83323
818	80263
819	77869
820	75707
821	72862
822	70264
823	67031
824	65005
825	61894
826	59561
827	56953
828	54304
829	52035
830	49468
831	47223
832	45016
833	43390
834	41232
835	39696
836	37954
837	36715
838	35863
839	34883
840	33443
841	33514
842	33056
843	33221
844	32383
845	32539
846	32475
847	32709
848	32976
849	33543
850	34508
851	34518
852	35413
853	35886
854	36699
855	37443
856	38335
857	39010
858	40370
859	40440
860	41829
861	42084
862	42578
863	43505
864	43588
865	44310
866	44841
867	44986
868	45194
869	45670
870	45587
871	45858
872	45420
873	45755
874	45377
875	45122
876	44866
877	44121
878	43813
879	43059
880	42476
881	42128
882	41289
883	40318
884	39990
885	38819
886	38079
887	36968
888	36376
889	35127
890	34352
891	33172
892	32459
893	31680
894	31228
895	29642
896	29113
897	27913
898	27339
899	25875
900	25352
901	23891
902	23232
903	22633
904	21645
905	20882
906	20229
907	18931
908	18471
909	17789
910	17099
911	16750
912	15937
913	15276
914	14885
915	14157
916	13521
917	13256
918	12986
919	12610
920	12137
921	11895
922	11912
923	11333
924	11255
925	11251
926	11243
927	11259
928	11428
929	11261
930	11407
931	11563
932	11719
933	12265
934	12495
935	12856
936	13386
937	13768
938	14370
939	14837
940	15599
941	16252
942	16997
943	17890
944	18509
945	19496
946	20472
947	21864
948	22736
949	24079
950	25397
951	27040
952	28357
953	29712
954	31397
955	33381
956	34838
957	37111
958	38855
959	41368
960	43320
961	46492
962	48261
963	51460
964	54466
965	57081
966	60435
967	63591
968	67461
969	70319
970	74286
